,Date,Open,High,Low,Close,Volume,,,,,,,,,,
17,January,13.7406673431396,13.7580003738403,13.2279996871948,13.2913331985473,47244000,,,2016,69188196.4285714,,,,2015,64774869.047619,15.33
18,January,13.4046669006347,13.7320003509521,13.1000003814697,13.6800003051757,53221500,,,2017,95021796.812749,,,,2016,69188196.4285714,13.99
19,January,13.5973329544067,13.8313331604003,13.533332824707,13.57333278656,45105000,,,2018,129181601.593626,,,,2017,95021796.812749,20.9
20,February,13.5979995727539,14.1300001144409,13.5533332824707,14.0626668930053,62238000,,,2019,137383833.333333,,,,2018,129181601.593626,21.14
21,February,14.2146673202514,14.6913328170776,14.0846672058105,14.5573329925537,72393000,,,2020,225641821.653543,,,,2019,137383833.333333,18.23
22,February,14.5526666641235,14.7653331756591,14.4533329010009,14.5699996948242,49581000,,,2021,82174886.9047619,,,,2020,225641821.653543,96.66
23,February,14.6586666107177,15.0319995880126,14.6426668167114,14.7326669692993,52843500,,,2022,86936333.0677291,,,,2021,82174886.9047619,259.9
24,February,14.8000001907348,14.8933334350585,14.4333333969116,14.4906673431396,48658500,,,2023,137322225.2,,,,2022,86936333.0677291,263
25,February,14.3586673736572,14.5286674499511,14.1326665878295,14.4986667633056,52086000,,,,,,,,2023,137322225.2,217.4
26,February,14.5033330917358,14.6999998092651,14.3333330154418,14.4193334579467,80857500,,,,,,,,,,
27,February,14.1473331451416,14.3159999847412,13.8186674118042,14.1866674423217,146536500,,,,,,,,,,
28,February,12.9046669006347,13.5393333435058,12.8853330612182,13.525333404541,234744000,,,,,,,,,,
29,February,13.5266666412353,13.7326669692993,13.3940000534057,13.5846672058105,92865000,,,,,,,,,,
30,February,13.7133331298828,13.7133331298828,13.4333333969116,13.6233329772949,59694000,,,,,,,,,,
31,February,13.6113328933715,13.7446670532226,13.5066671371459,13.630666732788,40704000,,,,,,,,,,
32,February,13.6666669845581,14.162667274475,13.5833330154418,14.1140003204345,77311500,,,,,,,,,,
33,February,14.0520000457763,14.5066671371459,13.9873332977294,14.4739999771118,89731500,,,,,,,,,,
34,February,14.3773326873779,14.546667098999,13.7553329467773,13.8226671218872,127497000,,,,,,,,,,
35,February,13.819333076477,13.819333076477,13.4466667175292,13.6073331832885,99054000,,,,,,,,,,
36,February,13.662667274475,13.8093328475952,13.5053329467773,13.583999633789,58642500,,,,,,,,,,
37,February,13.6000003814697,14.0726671218872,13.4813327789306,13.8126668930053,97093500,,,,,,,,,,
38,February,13.7933330535888,13.9033327102661,13.5200004577636,13.5559997558593,58231500,,,,,,,,,,
39,March,13.5133333206176,13.5559997558593,13.0553331375122,13.1553325653076,118831500,,,,,,,,,,
40,March,13.1206674575805,13.3493328094482,13.0213327407836,13.3039999008178,66484500,,,,,,,,,,
41,March,13.283332824707,13.5013332366943,13.1473331451416,13.4960002899169,63330000,,,,,,,,,,
42,March,13.5233325958251,13.7460002899169,13.3433332443237,13.3753328323364,73155000,,,,,,,,,,
43,March,13.2806673049926,13.3833332061767,12.8100004196167,12.9253330230712,100686000,,,,,,,,,,
44,March,12.9593334197998,12.9659996032714,12.5500001907348,12.7253332138061,101050500,,,,,,,,,,
45,March,12.5640001296997,12.8999996185302,12.5066671371459,12.6879997253417,83695500,,,,,,,,,,
46,March,12.743332862854,13.0786666870117,12.7340002059936,12.9160003662109,74623500,,,,,,,,,,
47,March,12.9166669845581,12.9633331298828,12.6499996185302,12.7379999160766,62239500,,,,,,,,,,
48,March,12.5966672897338,12.783332824707,12.4879999160766,12.5786666870117,81514500,,,,,,,,,,
49,March,12.8000001907348,13.0606670379638,12.6533327102661,13.046667098999,84432000,,,,,,,,,,
50,March,13.0286674499511,13.247332572937,12.9293327331542,12.9820003509521,73411500,,,,,,,,,,
51,March,12.997332572937,13.3920001983642,12.873999595642,13.380666732788,72313500,,,,,,,,,,
52,March,13.4666671752929,13.6393327713012,12.9686670303344,13.0433330535888,127128000,,,,,,,,,,
53,March,13.1633329391479,13.2659997940063,13.0413331985473,13.2053327560424,64042500,,,,,,,,,,
54,March,13.2333326339721,13.3666667938232,13.1646671295166,13.3086671829223,39474000,,,,,,,,,,
55,March,13.4386672973632,13.5860004425048,13.3166666030883,13.4479999542236,54748500,,,,,,,,,,
56,March,13.2180004119873,13.2393331527709,12.8466672897338,12.9533329010009,85956000,,,,,,,,,,
57,March,12.9280004501342,12.9860000610351,12.6466665267944,12.6940002441406,61920000,,,,,,,,,,
58,March,12.6046667098999,12.6193332672119,12.0933332443237,12.3333330154418,129073500,,,,,,,,,,
59,March,12.3900003433227,12.8166666030883,12.119999885559,12.7046670913696,151342500,,,,,,,,,,
60,March,12.902000427246,12.9173326492309,12.5606670379638,12.5846672058105,75399000,,,,,,,,,,
61,April,12.579999923706,12.8199996948242,12.4033327102661,12.5059995651245,56919000,,,,,,,,,,
62,April,12.6820001602172,12.8819999694824,12.6666669845581,12.7333326339721,75156000,,,,,,,,,,
63,April,13.1999998092651,13.8500003814697,13.1666669845581,13.539999961853,186837000,,,,,,,,,,
64,April,13.5006666183471,13.6706666946411,13.4093332290649,13.5500001907348,65218500,,,,,,,,,,
65,April,13.8800001144409,14.0600004196167,13.7246665954589,13.8446674346923,94546500,,,,,,,,,,
66,April,13.8953332901,14.0246667861938,13.7413330078125,14.0059995651245,57003000,,,,,,,,,,
67,April,13.9899997711181,14.1099996566772,13.9333333969116,14.0600004196167,61015500,,,,,,,,,,
68,April,14.029333114624,14.1999998092651,13.9366674423217,13.9853334426879,56373000,,,,,,,,,,
69,April,13.9046669006347,13.9659996032714,13.6999998092651,13.8306665420532,45390000,,,,,,,,,,
70,April,13.8306665420532,13.9726667404174,13.7733325958251,13.855333328247,29286000,,,,,,,,,,
71,April,13.8466672897338,13.9446668624877,13.7526674270629,13.7799997329711,24886500,,,,,,,,,,
72,April,13.6660003662109,13.7919998168945,13.5666666030883,13.78600025177,37048500,,,,,,,,,,
73,April,13.7853326797485,13.8566665649414,13.5900001525878,13.6846666336059,38389500,,,,,,,,,,
74,April,13.7200002670288,14.0500001907348,13.6206674575805,13.9606666564941,51487500,,,,,,,,,,
75,April,14.1666669845581,14.7919998168945,14.1126670837402,14.6293325424194,117945000,,,,,,,,,,
76,April,14.5513334274292,14.7653331756591,14.4766674041748,14.57333278656,66168000,,,,,,,,,,
77,April,14.6999998092651,14.7200002670288,14.5340003967285,14.5620002746582,36417000,,,,,,,,,,
78,April,14.8373327255249,15.9166669845581,14.8000001907348,15.4366674423217,175089000,,,,,,,,,,
79,April,15.6499996185302,15.6999998092651,15.2019996643066,15.3653326034545,91281000,,,,,,,,,,
80,April,15.336667060852,15.6646671295166,15.1753330230712,15.4966669082641,59041500,,,,,,,,,,
81,April,15.35933303833,15.5260000228881,15.0113334655761,15.0699996948242,58678500,,,,,,,,,,
82,May,15.3293333053588,15.4513330459594,14.6940002441406,15.0686674118042,79225500,,,,,,,,,,
83,May,15.2119998931884,15.6486673355102,15.1406669616699,15.3673334121704,66519000,,,,,,,,,,
84,May,15.8506669998168,15.9666671752929,15.275333404541,15.5299997329711,86953500,,,,,,,,,,
85,May,15.6066665649414,15.6313333511352,15.2133331298828,15.362000465393,79063500,,,,,,,,,,
86,May,14.7333326339721,15.8319997787475,14.6833333969116,15.7866668701171,141838500,,,,,,,,,,
87,May,15.7326669692993,15.8940000534057,15.579999923706,15.7740001678466,70023000,,,,,,,,,,
88,May,15.7526674270629,16.1919994354248,15.6873331069946,15.9659996032714,85084500,,,,,,,,,,
89,May,16.0073337554931,16.4233322143554,15.8793325424194,16.3159999847412,95451000,,,,,,,,,,
90,May,16.5073337554931,16.5533332824707,16.1499996185302,16.2119998931884,81603000,,,,,,,,,,
91,May,16.3213329315185,16.326000213623,16.0833320617675,16.2733325958251,43438500,,,,,,,,,,
92,May,16.261999130249,16.626667022705,16.1666679382324,16.5893325805664,67914000,,,,,,,,,,
93,May,16.4666671752929,16.6599998474121,16.3999996185302,16.5833320617675,50298000,,,,,,,,,,
94,May,16.5620002746582,16.7333335876464,16.4099998474121,16.4759998321533,55113000,,,,,,,,,,
95,May,16.4753322601318,16.5160007476806,16.0913333892822,16.2900009155273,56334000,,,,,,,,,,
96,May,16.2019996643066,16.4413337707519,16.1573333740234,16.3746662139892,29559000,,,,,,,,,,
97,May,16.3586673736572,16.5733337402343,16.333999633789,16.5153331756591,33346500,,,,,,,,,,
98,May,16.511999130249,16.7999992370605,16.4333324432373,16.4973335266113,52480500,,,,,,,,,,
99,May,16.5673332214355,16.6333332061767,16.3700008392334,16.4953327178955,51123000,,,,,,,,,,
100,May,16.4686660766601,16.7866668701171,16.3366661071777,16.7633323669433,54709500,,,,,,,,,,
101,May,16.7333335876464,16.8579998016357,16.6286678314209,16.7199993133544,56839500,,,,,,,,,,
102,June,16.7606678009033,16.7733325958251,16.4979991912841,16.6299991607666,37576500,,,,,,,,,,
103,June,16.5946674346923,16.626667022705,16.4200000762939,16.5566673278808,32022000,,,,,,,,,,
104,June,16.546667098999,16.7146663665771,16.4673328399658,16.5993328094482,26722500,,,,,,,,,,
105,June,16.5,16.6200008392334,16.380666732788,16.3946666717529,36804000,,,,,,,,,,
106,June,16.3999996185302,16.6466674804687,16.3786678314209,16.60933303833,45330000,,,,,,,,,,
107,June,16.7233333587646,17.25,16.6873321533203,17.0860004425048,75255000,,,,,,,,,,
108,June,17.0266666412353,17.1826667785644,16.9426670074462,17.0666675567626,39166500,,,,,,,,,,
109,June,16.7933330535888,16.9333324432373,16.5666675567626,16.7133331298828,51817500,,,,,,,,,,
110,June,16.8840007781982,16.9580001831054,16.6953334808349,16.7606678009033,30661500,,,,,,,,,,
111,June,16.6806678771972,16.8973331451416,16.6806678771972,16.7126674652099,21334500,,,,,,,,,,
112,June,16.6466674804687,16.7520008087158,16.4006671905517,16.6919994354248,32793000,,,,,,,,,,
113,June,16.6753330230712,16.8959999084472,16.6066665649414,16.8746662139892,29770500,,,,,,,,,,
114,June,16.8113327026367,17.6240005493164,16.8013324737548,17.3606662750244,82693500,,,,,,,,,,
115,June,17.4666671752929,17.5639991760253,17.3346672058105,17.4593334197998,41740500,,,,,,,,,,
116,June,17.4933338165283,17.5866661071777,17.3400001525878,17.5006675720214,36945000,,,,,,,,,,
117,June,17.4766674041748,17.626667022705,17.0459995269775,17.3193321228027,68416500,,,,,,,,,,
118,June,17.3546676635742,17.8666667938232,17.2380008697509,17.8446674346923,58062000,,,,,,,,,,
119,June,17.7986679077148,17.8233337402343,17.5813331604003,17.6779994964599,36184500,,,,,,,,,,
120,June,17.7633323669433,18.0939998626709,17.6833324432373,17.9193325042724,42738000,,,,,,,,,,
121,June,17.9260005950927,17.9406661987304,17.7333335876464,17.8059997558593,57576000,,,,,,,,,,
122,June,17.4633331298828,17.7299995422363,17.3799991607666,17.4680004119873,52183500,,,,,,,,,,
123,June,17.6533336639404,18.0613327026367,17.6000003814697,17.8840007781982,46303500,,,,,,,,,,
124,July,18.0739994049072,18.1746673583984,17.8566665649414,17.9433326721191,31518000,,,,,,,,,,
125,July,18.6800003051757,18.829999923706,18.2206668853759,18.6679992675781,107458500,,,,,,,,,,
126,July,18.591999053955,18.779333114624,18.4200000762939,18.648000717163,61828500,,,,,,,,,,
127,July,18.3333320617675,18.3466663360595,17.384666442871,17.8586673736572,91576500,,,,,,,,,,
128,July,17.2880001068115,17.3866672515869,16.9540004730224,16.9973335266113,93316500,,,,,,,,,,
129,July,17.2719993591308,17.5300006866455,17.1193332672119,17.1946678161621,50011500,,,,,,,,,,
130,July,17.4813327789306,17.533332824707,17.1879997253417,17.2766666412353,39163500,,,,,,,,,,
131,July,17.4833335876464,17.5033321380615,17.0699996948242,17.4773330688476,44404500,,,,,,,,,,
132,July,17.4733333587646,17.7326679229736,17.367332458496,17.7099990844726,28614000,,,,,,,,,,
133,July,17.7826671600341,17.8326663970947,17.4720001220703,17.542667388916,30324000,,,,,,,,,,
134,July,17.614667892456,17.8133335113525,17.5440006256103,17.7786674499511,24240000,,,,,,,,,,
135,July,18.1666679382324,18.3693332672119,17.8833332061767,18.3106670379638,75061500,,,,,,,,,,
136,July,18.3333320617675,19.1100006103515,18.1693325042724,18.8173332214355,74677500,,,,,,,,,,
137,July,18.0033321380615,18.2333335876464,17.7700004577636,17.7846660614013,91630500,,,,,,,,,,
138,July,17.4179992675781,17.9626674652099,17.3906669616699,17.8579998016357,46575000,,,,,,,,,,
139,July,17.9766674041748,17.9933338165283,17.6846675872802,17.8133335113525,33408000,,,,,,,,,,
140,July,17.8253326416015,18.0726661682128,17.5946674346923,17.6940002441406,42547500,,,,,,,,,,
141,July,17.4953327178955,17.6286678314209,16.7193336486816,16.867332458496,70413000,,,,,,,,,,
142,July,17.0499992370605,17.6933326721191,16.7893333435058,17.6546669006347,58437000,,,,,,,,,,
143,July,17.6180000305175,17.85933303833,17.4666671752929,17.587999343872,41851500,,,,,,,,,,
144,July,17.5126667022705,17.7959995269775,17.4740009307861,17.7859992980957,30519000,,,,,,,,,,
145,July,17.8400001525878,17.9573326110839,17.6746673583984,17.7433338165283,33339000,,,,,,,,,,
146,August,17.7526664733886,17.7806663513183,17.1380004882812,17.3326663970947,38302500,,,,,,,,,,
147,August,17.333999633789,17.7813339233398,17.2226676940917,17.7520008087158,35287500,,,,,,,,,,
148,August,17.57200050354,18.0666675567626,17.3600006103515,18.0086669921875,93214500,,,,,,,,,,
149,August,16.6359996795654,17,15.7413330078125,16.4086666107177,219357000,,,,,,,,,,
150,August,16.2386665344238,16.2486667633056,15.8926668167114,16.1673336029052,76101000,,,,,,,,,,
151,August,15.876667022705,16.1979999542236,15.7366666793823,16.076000213623,62788500,,,,,,,,,,
152,August,15.8100004196167,15.9533329010009,15.6293325424194,15.8246669769287,63973500,,,,,,,,,,
153,August,15.6666669845581,15.9846668243408,15.5159997940063,15.8780002593994,55920000,,,,,,,,,,
154,August,15.9906673431396,16.4319992065429,15.9413328170776,16.1673336029052,70338000,,,,,,,,,,
155,August,16.4826679229736,16.5286674499511,16.1180000305175,16.2099990844726,65472000,,,,,,,,,,
156,August,17.03733253479,17.1060009002685,16.7006664276123,16.9993324279785,107650500,,,,,,,,,,
157,August,17.025333404541,17.3966674804687,16.9039993286132,17.3813323974609,62925000,,,,,,,,,,
158,August,17.355333328247,17.376667022705,17.0013332366943,17.0166664123535,54064500,,,,,,,,,,
159,August,16.8040008544921,16.9706668853759,16.126667022705,16.1453323364257,73587000,,,,,,,,,,
160,August,15.7333326339721,16.2533321380615,15.3673334121704,15.3846673965454,98853000,,,,,,,,,,
161,August,13.5193328857421,15.4266672134399,13,14.5913333892822,143724000,,,,,,,,,,
162,August,15.3680000305175,15.3933334350585,14.6079998016357,14.6686668395996,64909500,,,,,,,,,,
163,August,15.1953325271606,15.1999998092651,14.3673334121704,14.9893331527709,74445000,,,,,,,,,,
164,August,15.3999996185302,16.3166675567626,15.3873329162597,16.1993331909179,114840000,,,,,,,,,,
165,August,16.1240005493164,16.7633323669433,16.1046676635742,16.5653324127197,82705500,,,,,,,,,,
166,August,16.3746662139892,16.9966678619384,16.367332458496,16.6040000915527,70503000,,,,,,,,,,
167,September,16.0226669311523,16.3999996185302,15.7980003356933,15.9086666107177,81822000,,,,,,,,,,
168,September,16.3533325195312,16.525333404541,15.9853334426879,16.5126667022705,69438000,,,,,,,,,,
169,September,16.8040008544921,16.8053321838378,16.3333320617675,16.3713321685791,62922000,,,,,,,,,,
170,September,16.0593338012695,16.2726669311523,15.8800001144409,16.1286678314209,55338000,,,,,,,,,,
171,September,16.3366661071777,16.6106662750244,16.2700004577636,16.5446662902832,47073000,,,,,,,,,,
172,September,16.8033332824707,16.9500007629394,16.5533332824707,16.5939998626709,50862000,,,,,,,,,,
173,September,16.4820003509521,16.7146663665771,16.355333328247,16.5653324127197,40635000,,,,,,,,,,
174,September,16.5093326568603,16.6826667785644,16.3153324127197,16.6826667785644,35262000,,,,,,,,,,
175,September,16.7399997711181,16.9500007629394,16.6446666717529,16.8793334960937,43363500,,,,,,,,,,
176,September,16.8500003814697,16.9733333587646,16.6333332061767,16.9046669006347,44002500,,,,,,,,,,
177,September,16.8693332672119,17.525333404541,16.8586673736572,17.4833335876464,66256500,,,,,,,,,,
178,September,17.597333908081,17.7000007629394,17.3793334960937,17.4713325500488,53787000,,,,,,,,,,
179,September,17.1973323822021,17.587999343872,17.1666679382324,17.3746662139892,56446500,,,,,,,,,,
180,September,17.5986671447753,18.1046676635742,17.0533332824707,17.613332748413,91803000,,,,,,,,,,
181,September,17.2686672210693,17.5100002288818,17.0580005645751,17.3959999084472,54966000,,,,,,,,,,
182,September,17.4633331298828,17.4720001220703,17.1720008850097,17.4039993286132,39012000,,,,,,,,,,
183,September,17.3020000457763,17.5633335113525,17.0806674957275,17.541332244873,51723000,,,,,,,,,,
184,September,17.7740001678466,17.7940006256103,17.0766677856445,17.1273326873779,56601000,,,,,,,,,,
185,September,17.1566677093505,17.3193321228027,16.4406661987304,16.5620002746582,73516500,,,,,,,,,,
186,September,16.6973323822021,16.9820003509521,16.3640003204345,16.4433326721191,55548000,,,,,,,,,,
187,September,16.7999992370605,16.8266677856445,16.1560001373291,16.5599994659423,73944000,,,,,,,,,,
188,October,16.5006675720214,16.5666675567626,15.8086671829223,15.9919996261596,68595000,,,,,,,,,,
189,October,15.7066669464111,16.5133323669433,15.6619997024536,16.5046672821044,66360000,,,,,,,,,,
190,October,16.5893325805664,16.6560001373291,16.275333404541,16.4099998474121,55348500,,,,,,,,,,
191,October,16,16.2019996643066,15.7053327560424,16.097333908081,78378000,,,,,,,,,,
192,October,15.775333404541,15.8466672897338,15.2746667861938,15.4639997482299,102210000,,,,,,,,,,
193,October,15.3386669158935,15.3813333511352,14.753999710083,15.1146669387817,91998000,,,,,,,,,,
194,October,14.7286672592163,14.9580001831054,14.5573329925537,14.7126674652099,92376000,,,,,,,,,,
195,October,14.866000175476,14.8666667938232,14.3513326644897,14.3719997406005,57544500,,,,,,,,,,
196,October,14.2186670303344,14.8346672058105,14.0753326416015,14.6166667938232,77572500,,,,,,,,,,
197,October,14.7113332748413,14.7299995422363,14.362000465393,14.4586668014526,46566000,,,,,,,,,,
198,October,14.4286670684814,14.7819995880126,14.2466669082641,14.753999710083,42663000,,,,,,,,,,
199,October,14.8693332672119,15.3653326034545,14.8579998016357,15.1339998245239,65017500,,,,,,,,,,
200,October,15.1000003814697,15.4099998474121,14.9960002899169,15.2066669464111,37618500,,,,,,,,,,
201,October,15.1813325881958,15.2399997711181,13.4666671752929,14.2019996643066,223500000,,,,,,,,,,
202,October,14.1326665878295,14.3206672668457,13.9200000762939,14.0059995651245,62272500,,,,,,,,,,
203,October,14.1040000915527,14.3833332061767,13.9600000381469,14.1146669387817,42378000,,,,,,,,,,
204,October,14.3333330154418,14.3566665649414,13.8459997177124,13.9393329620361,63532500,,,,,,,,,,
205,October,14.0920000076293,14.3920001983642,14,14.3506669998168,50871000,,,,,,,,,,
206,October,14.3226671218872,14.4733333587646,13.833999633789,14.0233325958251,52791000,,,,,,,,,,
207,October,14.0873327255249,14.2299995422363,13.8866672515869,14.1973333358764,40929000,,,,,,,,,,
208,October,14.1166667938232,14.25,14.042667388916,14.1086673736572,27075000,,,,,,,,,,
209,October,14.0266666412353,14.1086673736572,13.5926666259765,13.7953329086303,66583500,,,,,,,,,,
210,November,13.9280004501342,14.3866672515869,13.8146667480468,14.2526674270629,58918500,,,,,,,,,,
211,November,14.2566671371459,14.2959995269775,13.8500003814697,13.8900003433227,124987500,,,,,,,,,,
212,November,15.1333332061767,15.5159997940063,15.0133333206176,15.4420003890991,190896000,,,,,,,,,,
213,November,15.3719997406005,15.6386671066284,15.279333114624,15.4513330459594,67452000,,,,,,,,,,
214,November,15.3800001144409,15.5573329925537,15.3000001907348,15.4906673431396,36679500,,,,,,,,,,
215,November,15.5326671600341,15.5326671600341,14.9540004730224,15.0220003128051,57763500,,,,,,,,,,
216,November,14.8986673355102,14.9133329391479,14.4053325653076,14.4333333969116,69255000,,,,,,,,,,
217,November,14.5179996490478,14.6319999694824,14.2419996261596,14.605333328247,50217000,,,,,,,,,,
218,November,14.5233325958251,14.6000003814697,14.1773328781127,14.1960000991821,43738500,,,,,,,,,,
219,November,14.1966667175292,14.1993331909179,13.7679996490478,13.8126668930053,51454500,,,,,,,,,,
220,November,13.7393331527709,14.3319997787475,13.7200002670288,14.28733253479,43881000,,,,,,,,,,
221,November,14.3466672897338,14.3999996185302,14.0933332443237,14.2666673660278,32230500,,,,,,,,,,
222,November,14.3000001907348,14.7586669921875,14.1680002212524,14.7379999160766,42178500,,,,,,,,,,
223,November,14.7026672363281,15.0793333053588,14.6866674423217,14.7866668701171,37566000,,,,,,,,,,
224,November,14.8993330001831,15,14.2386665344238,14.6673326492309,66010500,,,,,,,,,,
225,November,14.4899997711181,14.612000465393,14.3120002746582,14.5166673660278,37893000,,,,,,,,,,
226,November,14.3579998016357,14.7333326339721,14.3333330154418,14.5500001907348,37204500,,,,,,,,,,
227,November,14.7559995651245,15.3886671066284,14.6920003890991,15.3093328475952,59862000,,,,,,,,,,
228,November,15.4040002822875,15.4833326339721,15.1339998245239,15.4406671524047,29241000,,,,,,,,,,
229,November,15.4526672363281,15.6186666488647,15.2720003128051,15.3506669998168,39897000,,,,,,,,,,
230,December,15.4040002822875,15.8666667938232,15.4033327102661,15.8126668930053,56010000,,,,,,,,,,
231,December,15.8000001907348,15.9066667556762,15.4153327941894,15.4659996032714,44722500,,,,,,,,,,
232,December,15.6986665725708,15.829999923706,15.3333330154418,15.5139999389648,44094000,,,,,,,,,,
233,December,15.497332572937,15.5513334274292,15.1773328781127,15.3586673736572,38604000,,,,,,,,,,
234,December,15.1800003051757,15.7086668014526,15.0766668319702,15.4086666107177,47163000,,,,,,,,,,
235,December,15.1680002212524,15.2533330917358,14.9466667175292,15.1146669387817,40314000,,,,,,,,,,
236,December,15.113332748413,15.1666669845581,14.7146673202514,14.9680004119873,45867000,,,,,,,,,,
237,December,14.9806671142578,15.2326669692993,14.9093332290649,15.1379995346069,31075500,,,,,,,,,,
238,December,15.0159997940063,15.0500001907348,14.4426670074462,14.4680004119873,49030500,,,,,,,,,,
239,December,14.5006666183471,14.7279996871948,14.3246669769287,14.5719995498657,42406500,,,,,,,,,,
240,December,14.7880001068115,14.8146667480468,14.533332824707,14.7393331527709,33666000,,,,,,,,,,
241,December,14.8066673278808,15.6586666107177,14.7153329849243,15.6339998245239,76564500,,,,,,,,,,
242,December,15.5959997177124,15.8506669998168,15.3206672668457,15.5593328475952,49479000,,,,,,,,,,
243,December,15.5260000228881,15.7266674041748,15.28600025177,15.3640003204345,45213000,,,,,,,,,,
244,December,15.4460000991821,15.7220001220703,15.4053325653076,15.503999710083,29298000,,,,,,,,,,
245,December,15.6660003662109,15.7700004577636,15.3086671829223,15.329999923706,29422500,,,,,,,,,,
246,December,15.4786672592163,15.5633325576782,15.2086668014526,15.3133325576782,23325000,,,,,,,,,,
247,December,15.3706674575805,15.4586668014526,15.2186670303344,15.3713331222534,10620000,,,,,,,,,,
248,December,15.4326667785644,15.4653329849243,15.03600025177,15.2633333206176,28519500,,,,,,,,,,
249,December,15.3373327255249,15.8479995727539,15.3033332824707,15.8126668930053,36094500,,,,,,,,,,
250,December,15.7733325958251,16.2420005798339,15.7113332748413,15.872667312622,55468500,,,,,,,,,,
251,December,15.9006671905517,16.2299995422363,15.8913326263427,16.0006675720214,40725000,,,,,,,,,,
252,November,15.3813333511352,15.4253330230712,14.6000003814697,14.8940000534057,102406500,,,,,,,,,,
253,November,15.090666770935,15.1260004043579,14.6666669845581,14.8953332901,47802000,,,,,,,,,,
254,November,14.6666669845581,14.6700000762939,14.3986673355102,14.6026668548583,56686500,,,,,,,,,,
255,November,14.279333114624,14.5626668930053,14.2446670532226,14.376667022705,53314500,,,,,,,,,,
256,November,14.5240001678466,14.6960000991821,14.0513334274292,14.0666666030883,54421500,,,,,,,,,,
257,January,14.2673330307006,14.296667098999,13.533332824707,13.8566665649414,61371000,,,,,,,,,,
258,January,14.1066665649414,14.2493333816528,13.6873331069946,13.9980001449584,46378500,,,,,,,,,,
259,January,14.1339998245239,14.1766672134399,13.3333330154418,13.3540000915527,61896000,,,,,,,,,,
260,January,13.4806671142578,14,12.8920001983642,13.7453327178955,97360500,,,,,,,,,,
261,January,13.264666557312,13.6713333129882,13.1499996185302,13.6660003662109,83679000,,,,,,,,,,
262,January,13.9139995574951,14.0313329696655,13.3853330612182,13.6479997634887,60580500,,,,,,,,,,
263,January,13.2933330535888,13.4186668395996,12.75,13.2466669082641,87579000,,,,,,,,,,
264,January,13.4366674423217,13.5486669540405,13.0013332366943,13.3313331604003,47493000,,,,,,,,,,
265,January,13.6533327102661,13.6999998092651,13.2686672210693,13.5033330917358,46861500,,,,,,,,,,
266,January,13.3373327255249,13.5713329315185,13.0586671829223,13.0920000076293,40480500,,,,,,,,,,
267,January,13.113332748413,13.1879997253417,12.5920000076293,12.9040002822875,74463000,,,,,,,,,,
268,January,12.8253326416015,12.8839998245239,12.3846673965454,12.5380001068115,54258000,,,,,,,,,,
269,January,12.7193326950073,12.7519998550415,12.1606674194335,12.6466665267944,68892000,,,,,,,,,,
270,January,12.6633329391479,12.9160003662109,12.5386667251586,12.7466669082641,42784500,,,,,,,,,,
271,February,12.583999633789,13.3013334274292,12.1833333969116,13.1293325424194,79464000,,,,,,,,,,
272,February,12.8280000686645,12.8746671676635,12.0153331756591,12.1853332519531,86604000,,,,,,,,,,
273,February,12.2393331527709,12.2626667022705,11.3453330993652,11.565333366394,118971000,,,,,,,,,,
